year|statement|section|subsection|row_type|description|amount_zmw|source_url|source_page|notes
2022|Council|cash balance||balance|Cash at the end of the year|21055460.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|11|
2022|LGEF|receipts||detail|Funding|8731522.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|receipts||total|TOTAL RECEIPTS|8731522.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|operational|detail|Salaries and Wages|6985218.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|operational|detail|Terminal Benefits||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|operational|detail|Utility bills||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|operational|detail|Service Provision||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|operational|detail|Goods and Services|156258.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|operational|detail|Administrative Costs||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|operational|detail|Other Costs||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|operational|subtotal|Sub-Total|7141476.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|capital|detail|Infrastructure Development||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|capital|detail|Rehabilitation Works||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|capital|detail|Asset Acquisition|3099650.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|capital|detail|Other Project Admin/Costs||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|capital|subtotal|Sub-Total|3099650.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|payments|capital|total|TOTAL PAYMENTS|10241126.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|cash balance||balance|Increase/(decrease) in cash|-1509604.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|cash balance||balance|Foreign Exchange Losses||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|cash balance||balance|Cash at beginning of the year|2915982.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|LGEF|cash balance||balance|Cash at the end of the year|1406378.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|13|
2022|CDF|receipts||detail|Funding|23739911.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2022|CDF|receipts||detail|Other sources||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2022|CDF|receipts||total|TOTAL RECEIPTS|23739911.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2022|CDF|payments||detail|Infrastructure Development|2780792.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2022|CDF|payments||detail|Rehabilitation Works|26784.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2022|CDF|payments||detail|Asset Acquisition||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2022|CDF|payments||detail|Youth and Women Empowerment|960000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2022|CDF|payments||detail|Secondary and Skills Bursaries|1509698.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2022|CDF|payments||detail|Administrative & Other Costs|1240890.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2022|CDF|payments||total|TOTAL PAYMENTS|6518164.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2022|CDF|cash balance||balance|Increase/(decrease) in Cash|17221747.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2022|CDF|cash balance||balance|Cash at beginning of the year|2280282.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2022|CDF|cash balance||balance|Cash at the end of the year|19502029.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/09/Financial-Statement-2022-Signed-Copy.pdf|14|
2023|Council|receipts||detail|Local Taxes|325162.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|receipts||detail|Fees and Charges|19134695.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|receipts||detail|Licences|220900.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|receipts||detail|Levies|163188.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|receipts||detail|Permits|1522608.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|receipts||detail|Local Government Equalisation Fund|8833102.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|receipts||detail|Constituency Development Fund|27261470.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|receipts||detail|Other Grants|12020.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|receipts||detail|Borrowings||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|receipts||detail|Commercial Venture|77959.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|receipts||detail|Other Receipts|317359.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|receipts||total|TOTAL RECEIPTS|57868462.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|payments||detail|Personal Emoluments|14807445.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|payments||detail|Use of Goods and Services|15921998.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|payments||detail|Financial Charges||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|payments||detail|Social benefits|9500657.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|payments||detail|Non-financial Assets Acquisition|15097519.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|payments||detail|Financial Assets|5964128.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|payments||detail|Loan Repayments||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|payments||detail|Other Payments||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|payments||total|TOTAL PAYMENTS|61291747.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|cash balance||balance|Increase/(decrease) in Cash|-3423284.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|cash balance||balance|Foreign Exchange Losses||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|cash balance||balance|Cash at beginning of the year|21055460.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|Council|cash balance||balance|Cash at the end of the year|17632176.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|11|
2023|LGEF|receipts||detail|Funding|8833102.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|receipts||total|TOTAL RECEIPTS|8833102.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|operational|detail|Salaries and Wages|7066482.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|operational|detail|Terminal Benefits||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|operational|detail|Utility bills||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|operational|detail|Service Provision||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|operational|detail|Goods and Services||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|operational|detail|Administrative Costs||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|operational|detail|Other Costs||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|operational|subtotal|Sub-Total|7066482.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|capital|detail|Infrastructure Development||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|capital|detail|Rehabilitation Works||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|capital|detail|Asset Acquisition|2377040.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|capital|detail|Other Project Admin/Costs||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|capital|subtotal|Sub-Total|2377040.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|payments|capital|total|TOTAL PAYMENTS|9443522.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|cash balance||balance|Increase/(decrease) in cash|-610420.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|cash balance||balance|Foreign Exchange Losses||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|cash balance||balance|Cash at beginning of the year|1406378.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|LGEF|cash balance||balance|Cash at the end of the year|795958.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|13|
2023|CDF|receipts||detail|Funding|27261470.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|receipts||detail|Loan Repayments||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|receipts||detail|Other Sources|241963.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|receipts||total|TOTAL Funding|27503433.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|payments||detail|Infrastructure Development|12452968.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|payments||detail|Rehabilitation Works and Upgrades||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|payments||detail|Asset Acquisitions||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|payments||detail|Youth and Women Empowerment Grant|2118970.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|payments||detail|Youth and Women Loans|5964128.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|payments||detail|Secondary Boarding Schools and Skills Dev Bursaries|7381687.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|payments||detail|Administrative Costs|2925949.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|payments||detail|Disaster Contingency||http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|payments||total|TOTAL PAYMENTS|30843703.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|cash balance||balance|Increase/(decrease) in Cash|-3340270.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|Restored the minus sign missed by OCR after checking the page image.
2023|CDF|cash balance||balance|Cash at beginning of the year|19502029.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|
2023|CDF|cash balance||balance|Cash as at 31 December 2022|16161759.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2024/10/Financial-Statement-2023-Signed-by-Council-Auditor-General.pdf|14|Source closing-balance label says 2022 within the 2023 statement; report year retained.
2024|Council|receipts||detail|Local Taxes|486568.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|receipts||detail|Fees and Charges|20310710.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|receipts||detail|Licences|371877.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|receipts||detail|Levies|186848.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|receipts||detail|Permits|2073393.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|receipts||detail|Local Government Equalisation Fund|9393949.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|receipts||detail|Constituency Development Fund|10675337.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|receipts||detail|Other Grants|2694736.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|receipts||detail|Borrowings||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|receipts||detail|Commercial Venture|200401.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|receipts||detail|Sector Grant (Devolved Functions)|8154778.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|receipts||detail|Other Receipts|387000.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|receipts||total|TOTAL RECEIPTS|54935597.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|payments||detail|Personal Emoluments|18947844.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|payments||detail|Use of Goods and Services|17169941.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|payments||detail|Financial Charges||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|payments||detail|Social benefits|7662922.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|payments||detail|Non-financial Assets Acquisition|18554528.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|payments||detail|Financial Assets|307185.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|payments||detail|Loan Repayments||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|payments||detail|Other Payments|1386598.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|payments||total|TOTAL PAYMENTS|64029018.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|cash balance||balance|Increase/(decrease) in Cash|-9093421.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|cash balance||balance|Foreign Exchange Losses||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|cash balance||balance|Cash at beginning of the year|17632176.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|Council|cash balance||balance|Cash at the end of the year|8538754.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|12|
2024|LGEF|receipts||detail|Funding|9393949.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|receipts||total|TOTAL RECEIPTS|9393949.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|operational|detail|Salaries and Wages|9393949.0|http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|operational|detail|Terminal Benefits||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
2024|LGEF|payments|operational|detail|Utility bills||http://www.chirunducouncil.gov.zm/wp-content/uploads/2025/11/Financial-Statement-2024-CTC-Signed-by-Council-Auditor-Generals-Office.pdf|14|
