year|category|programme_or_output|page|budget_amount|currency|notes|source_file|revenue_type|amount_1|amount_2|amount_3|member_file|target_value|target_unit
2023|Programme Output|Intergrated Development Plan developed|14.0|||Programme 3: Integrated Development Planning; Output 01.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Policies developed|14.0|||Programme 3: Integrated Development Planning; Output 02.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Meetings attended|14.0|||Programme 3: Integrated Development Planning; Output 03.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Proportion of Sourced Condoms Distributed|14.0|||Programme 3: Integrated Development Planning; Output 04.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Wards sensitised|14.0|||Programme 3: Integrated Development Planning; Output 05.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of unplanned settlements upgraded|14.0|||Programme 3: Integrated Development Planning; Output 06.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Commemorations|14.0|||Programme 3: Integrated Development Planning; Output 08.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Meetings for DDCC Member oriention|14.0|||Programme 3: Integrated Development Planning; Output 09.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Website Created|14.0|||Programme 3: Integrated Development Planning; Output 10.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Active WDCs|14.0|||Programme 3: Integrated Development Planning; Output 11.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Percentage of revenue increased|16.0|||Programme 4: Economic and Business Development; Output 01.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Truck Parks Established|16.0|||Programme 4: Economic and Business Development; Output 02.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Percentage of Revenue collected by Ward Development|16.0|||Programme 4: Economic and Business Development; Output 03.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Recreation Center opened|16.0|||Programme 4: Economic and Business Development; Output 04.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Keep Chirundu Clean Green and Healthy|18.0|||Programme 5: Public Health and Environmental Protection; Output 01.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Tonnes of Garbage collected 120,000 - 130,000 14,520-—-30,000|18.0|||Programme 5: Public Health and Environmental Protection; Output 02.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Proportion of Dogs registered|18.0|||Programme 5: Public Health and Environmental Protection; Output 03.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Proportion of unclaimed bodies disposed timely|18.0|||Programme 5: Public Health and Environmental Protection; Output 04.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of trainings of Community Champions and pump|18.0|||Programme 5: Public Health and Environmental Protection; Output 05.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Meat inspections|18.0|||Programme 5: Public Health and Environmental Protection; Output 06.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Commemorations|18.0|||Programme 5: Public Health and Environmental Protection; Output 07.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Zambia Institute of Environment and Health conference|18.0|||Programme 5: Public Health and Environmental Protection; Output 08.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Pre-schools inspected|18.0|||Programme 5: Public Health and Environmental Protection; Output 09.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Proportion of Households sprayed|18.0|||Programme 5: Public Health and Environmental Protection; Output 10.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of CDF Projects implemented|20.0|||Programme 6: Housing and Community Amenities; Output 01.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of WDF Projects Implemented|20.0|||Programme 6: Housing and Community Amenities; Output 02.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Marketers accommodated|20.0|||Programme 6: Housing and Community Amenities; Output 03.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Percentage of Market Fees Collected|20.0|||Programme 6: Housing and Community Amenities; Output 04.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Kilometers of Roads maintained|20.0|||Programme 6: Housing and Community Amenities; Output 05.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Public Amenities maintained|20.0|||Programme 6: Housing and Community Amenities; Output 06.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Football Matches played|22.0|||Programme 7: Recreation Culture and Religion; Output 01.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Traditional ceremonies attended|22.0|||Programme 7: Recreation Culture and Religion; Output 02.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Recreation Center built (Gym /Bar /Play Park /Pool, etc)|22.0|||Programme 7: Recreation Culture and Religion; Output 03.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Clubs registered|22.0|||Programme 7: Recreation Culture and Religion; Output 04.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|ZALASA Tournament attended|22.0|||Programme 7: Recreation Culture and Religion; Output 05.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Friday Sports Day Held|22.0|||Programme 7: Recreation Culture and Religion; Output 06.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Skills and Deveploment Engagements|24.0|||Programme 8: Education and Skills Development; Output 01.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number Adolescence & Young People Reached|25.0|||Programme 9: Social Protection; Output 01.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of CATFs Trained|25.0|||Programme 9: Social Protection; Output 02.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Commemorations Held|25.0|||Programme 9: Social Protection; Output 03.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Communities Reached|25.0|||Programme 9: Social Protection; Output 04.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2023|Programme Output|Number of Wards Sensitized on 16 Days of Gender|25.0|||Programme 9: Social Protection; Output 05.|chirundu_obb_2023.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2023_extracted.csv||
2024|CDF|Constituency Development Programme — Total Allocation|7.0|30635642.0|ZMW|Total CDF programme allocation.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|CDF|Community Projects|7.0|17462316.0|ZMW|CDF sub-programme allocation.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|CDF|Women and Youth Empowerment|7.0|5820772.0|ZMW|CDF sub-programme allocation.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|CDF|CDF Administration|7.0|1531782.0|ZMW|CDF sub-programme allocation.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|CDF|Secondary School and Skills Development Bursaries|7.0|5820772.0|ZMW|CDF sub-programme allocation.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|CDF|Empowerment Loans|7.0|3492463.0|ZMW|Financial assets allocation under CDF.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|CDF|Empowerment Grants|7.0|2328309.0|ZMW|Transfers allocation under CDF.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|CDF Output|Ablution Blocks Constructed|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|6.0|Blocks
2024|CDF Output|Classroom Blocks Constructed|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|6.0|Blocks
2024|CDF Output|Desks Procured|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|75.0|Desks
2024|CDF Output|Solar Powered Boreholes Drilled|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|7.0|Boreholes
2024|CDF Output|Solar Powered Boreholes Upgraded|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|3.0|Boreholes
2024|CDF Output|Sports Facilities Constructed|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|1.0|Facility
2024|CDF Output|Staff Houses Constructed|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|3.0|Houses
2024|CDF Output|Ambulances Procured|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|1.0|Ambulance
2024|CDF Output|Motor Bikes for Chief Palace Procured|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|3.0|Motor Bikes
2024|CDF Output|Approved Youth, Women and Community Empowerment Grants Disbursed|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|100.0|Percent
2024|CDF Output|Approved Youth, Women and Community Empowerment Loans Disbursed|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|100.0|Percent
2024|CDF Output|CDF Committee Meetings Held|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|10.0|Meetings
2024|CDF Output|CDF Hour Radio Sessions Aired|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|52.0|Sessions
2024|CDF Output|Monitoring Reports Produced|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|4.0|Reports
2024|CDF Output|CDF Audit Verification Exercises|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|2.0|Exercises
2024|CDF Output|Approved Skills Bursaries Sponsored|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|100.0|Percent
2024|CDF Output|Approved Secondary School Bursaries Sponsored|8.0|||2024 CDF programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|100.0|Percent
2024|Local Revenue|Resource Mobilisation and Management — Total Allocation|29.0|9150433.0|ZMW|Total allocation for the Revenue Mobilisation and Enhancement sub-programme.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Local Revenue|Personal Emoluments for Revenue Collectors|29.0|5814528.0|ZMW|Economic-classification allocation.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Local Revenue|Use of Goods and Services|29.0|2077905.0|ZMW|Economic-classification allocation.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Local Revenue|Assets — Revenue Collection Vehicle|29.0|1258000.0|ZMW|Economic-classification allocation for a revenue-collection vehicle.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Local Revenue Output|Percentage of Revenue Increased|30.0|||Target: increase revenue by 10 percent from the previous year.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|10.0|Percent
2024|Local Revenue Output|Billing System Procured|30.0|||Programme output target.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|1.0|System
2024|Local Revenue Output|Own Source Revenue Collected|30.0|||Targeted collection from own-source-revenue projections.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|90.0|Percent
2024|Programme|Constituency Development|7.0|30635642.0|ZMW|Programme 1 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Public Order and Safety|24.0|677220.0|ZMW|Programme 10 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Management and Support Services|26.0|10845691.0|ZMW|Programme 11 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Resource Mobilisation and Management|29.0|9150433.0|ZMW|Programme 12 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|District Health servcies|31.0|1457388.0|ZMW|Programme 13 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Veterinary services|32.0|105899.0|ZMW|Programme 14 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Transport Services|33.0|3742847.0|ZMW|Programme 15 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Local Governance|9.0|1377628.0|ZMW|Programme 2 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Integrated Development Planning|11.0|3095245.0|ZMW|Programme 3 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Economic and Business Development|13.0|676430.0|ZMW|Programme 4 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Public Health and Environmental Protection|15.0|3807485.0|ZMW|Programme 5 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Housing and Community Amenities|17.0|13182722.0|ZMW|Programme 6 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Recreation Culture and Religion|19.0|642134.0|ZMW|Programme 7 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Education and Skills Development|21.0|228100.0|ZMW|Programme 8 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme|Social Protection|22.0|137324.0|ZMW|Programme 9 identified in the 2024 OBB. Amount verified from programme allocation table.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|LGEF|Local Government Equalisation Fund|||ZMW|Not separately identified in the OCR text or reviewed grant pages. No separately stated LGEF allocation in the source budget; value intentionally blank.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Full Council Meetings Held|10.0|||Programme 2: Local Governance; Output 02.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Stakeholder Meetings|10.0|||Programme 2: Local Governance; Output 04.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Zonal Representatives Elected|12.0|||Programme 3: Integrated Development Planning; Output 01.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of WOCs Established|12.0|||Programme 3: Integrated Development Planning; Output 01.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of unplanned settlements upgraded|12.0|||Programme 3: Integrated Development Planning; Output 02.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Properties Titled|12.0|||Programme 3: Integrated Development Planning; Output 04.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Community Engagements Held|12.0|||Programme 3: Integrated Development Planning; Output 05.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of WOF Projects Implemented|12.0|||Programme 3: Integrated Development Planning; Output 06.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Intergrated Development Plans Launched|12.0|||Programme 3: Integrated Development Planning; Output 07.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Percentage of profits remitted from Commercial Ventures - : - :|14.0|||Programme 4: Economic and Business Development; Output 01.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Health Inspections Conducted|16.0|||Programme 5: Public Health and Environmental Protection; Output 01.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Keep Chirundu Clean Campaigns|16.0|||Programme 5: Public Health and Environmental Protection; Output 02.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Tonnes of Garbage Collected|16.0|||Programme 5: Public Health and Environmental Protection; Output 03.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Wall fences at Dump Site Constructed (Phase 2)|16.0|||Programme 5: Public Health and Environmental Protection; Output 04.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Health Education Sensitisations Conducted|16.0|||Programme 5: Public Health and Environmental Protection; Output 05.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Commemorations Held|16.0|||Programme 5: Public Health and Environmental Protection; Output 06.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of WOF Projects Implemented|18.0|||Programme 6: Housing and Community Amenities; Output 02.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Public Amenities Maintained|18.0|||Programme 6: Housing and Community Amenities; Output 03.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Proportion of Sourced Condoms Distributed|23.0|||Programme 9: Social Protection; Output 01.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Pre-Schools Inspected|23.0|||Programme 9: Social Protection; Output 06.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Proportion increase to building inspection regulation adherence|25.0|||Programme 10: Public Order and Safety; Output 03.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Proportion of Twenty Five - minute response time to Fire within a radius of|25.0|||Programme 10: Public Order and Safety; Output 01.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number of Procurement plans developed|28.0|||Programme 11: Management and Support Services; Output 01.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Percentage Reduction of Audit Queries|28.0|||Programme 11: Management and Support Services; Output 01.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|Number Of Financial Statements Prepared|28.0|||Programme 11: Management and Support Services; Output 01.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|"Health Services : | : : | : 100 |"|31.0|||Programme 13: District Health servcies; Output 01.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Programme Output|"Proportion of Approved Kilometers of Local Roads Maintained (0) | (0) (0) | (0) 100 |"|33.0|||Programme 15: Transport Services; Output 01.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Budget Summary|Chirundu Town Council Total Budget|2.0|79762187.0|ZMW|Grand total confirmed on page 37; page 2 describes it as approximately K79.7 million.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Local Revenue|Projected Locally Mobilized Revenue|2.0|||Budget summary reports an increase of over 100 percent; no exact amount is stated.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv|100.0|Percent increase
2024|Grant|Vehicle Licensing Grant|2.0|3700000.0|ZMW|Grant mentioned in the 2024 budget summary.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2024|Grant|World Bank Capital Grant|2.0|3700000.0|ZMW|Capital grant mentioned in the 2024 budget summary.|chirundu_obb_2024.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2024_extracted.csv||
2025|Local Revenue|Residential|3.0|202069.0|ZMW|Revenue code 001; group: Local taxes/rates.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
2025|Local Revenue|Commercial|3.0|253425.0|ZMW|Revenue code 002; group: Local taxes/rates.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
2025|Local Revenue|Hospitality|3.0|294521.0|ZMW|Revenue code 004; group: Local taxes/rates.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
2025|Local Revenue|Personal levy|3.0|45000.0|ZMW|Revenue code 001; group: Local taxes/rates.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
2025|Local Revenue|Survey fees|3.0|28600.0|ZMW|Revenue code 002; group: Fees and Charges.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
2025|Local Revenue|Building inspection-fees|3.0|20000.0|ZMW|Revenue code 003; group: Fees and Charges.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
2025|Local Revenue|Plan scrutiny fee|3.0|50041.0|ZMW|Revenue code 004; group: Fees and Charges.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
2025|Local Revenue|Change of premise use|3.0|27800.0|ZMW|Revenue code 005; group: Fees and Charges.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
2025|Local Revenue|Rentals/lease of Council’s properties|3.0|9100.0|ZMW|Revenue code 007; group: Fees and Charges.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
2025|Local Revenue|Search fees|3.0|500.0|ZMW|Revenue code 011; group: Fees and Charges.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
2025|Local Revenue|Notice board advert fees|3.0|3000.0|ZMW|Revenue code 012; group: Fees and Charges.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
2025|Local Revenue|Market fees|3.0|50206.0|ZMW|Revenue code 013; group: Fees and Charges.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
2025|Local Revenue|Parking fees|3.0|28078895.0|ZMW|Revenue code 014; group: Fees and Charges.|chirundu_obb_2025.pdf.pdf|||||db-unza26-csc4792-chirundu_town_council_2025_extracted.csv||
